06A05A,A7AAH,QatarAmiriFlight,AirbusA340313X,2020/06/11,14:01:39,43.34056,-69.80796,,https://globe.adsbexchange.com/?icao=06A05A&showTrace=2020-06-11
484362,P4KAZ,MintJulepsInvestments,Boeing737NG7EJWBBJ,2020/06/11,15:46:12,43.27780,-69.84181,,https://globe.adsbexchange.com/?icao=484362&showTrace=2020-06-11
