06A038,A7HHM,QatarAmiriFlight,AirbusA330202,2020/03/26,23:12:36,43.64305,-71.60830,,https://globe.adsbexchange.com/?icao=06A038&showTrace=2020-03-26
896272,A6GGP,DubaiAirWing,Boeing747412F,2020/03/26,21:29:41,41.77859,-72.52567,,https://globe.adsbexchange.com/?icao=896272&showTrace=2020-03-26
