06A05A,A7AAH,QatarAmiriFlight,AirbusA340313X,2020/09/20,12:40:38,41.59488,-72.23180,,https://globe.adsbexchange.com/?icao=06A05A&showTrace=2020-09-20
06A1E4,A7HBJ,QatarAmiriFlight,Boeing7478KBBBJ,2020/09/20,19:49:44,40.86169,-71.80895,,https://globe.adsbexchange.com/?icao=06A1E4&showTrace=2020-09-20
